1.000000e+00   0.000000e+00  0.000000e+00   5.000000e+00  0.000000e+00   0.000000e+00  
9.500625e-01   9.832590e-04  0.000000e+00   4.997949e+00  1.000888e-04   0.000000e+00  
7.879431e-01   1.838767e-03  0.000000e+00   4.991794e+00  2.001078e-04   0.000000e+00  
4.492624e-01   2.218465e-03  0.000000e+00   4.981528e+00  2.999800e-04   0.000000e+00  
4.208979e-01   -2.018045e-03  0.000000e+00   4.967139e+00  3.996136e-04   0.000000e+00  
7.734446e-01   -1.537586e-03  0.000000e+00   4.948604e+00  4.989051e-04   0.000000e+00  
9.408440e-01   -6.166574e-04  0.000000e+00   4.925886e+00  5.977586e-04   0.000000e+00  
9.937423e-01   3.907953e-04  0.000000e+00   4.898943e+00  6.960894e-04   0.000000e+00  
9.455896e-01   1.357582e-03  0.000000e+00   4.867726e+00  7.938166e-04   0.000000e+00  
7.843558e-01   2.148996e-03  0.000000e+00   4.832182e+00  8.908554e-04   0.000000e+00  
4.449931e-01   2.385761e-03  0.000000e+00   4.792251e+00  9.871079e-04   0.000000e+00  
4.247918e-01   -1.817098e-03  0.000000e+00   4.747864e+00  1.082454e-03   0.000000e+00  
7.749208e-01   -1.176451e-03  0.000000e+00   4.698938e+00  1.176756e-03   0.000000e+00  
9.413683e-01   -1.868161e-04  0.000000e+00   4.645372e+00  1.269878e-03   0.000000e+00  
9.939973e-01   8.357204e-04  0.000000e+00   4.587053e+00  1.361693e-03   0.000000e+00  
9.462404e-01   1.771376e-03  0.000000e+00   4.523856e+00  1.452070e-03   0.000000e+00  
7.862773e-01   2.481905e-03  0.000000e+00   4.455645e+00  1.540868e-03   0.000000e+00  
4.501965e-01   2.568935e-03  0.000000e+00   4.382271e+00  1.627915e-03   0.000000e+00  
4.186283e-01   -1.566879e-03  0.000000e+00   4.303568e+00  1.713000e-03   0.000000e+00  
7.710493e-01   -7.563441e-04  0.000000e+00   4.219339e+00  1.795872e-03   0.000000e+00  
9.386357e-01   3.067829e-04  0.000000e+00   4.129350e+00  1.876270e-03   0.000000e+00  
9.929488e-01   1.341832e-03  0.000000e+00   4.033339e+00  1.953926e-03   0.000000e+00  
9.480980e-01   2.237743e-03  0.000000e+00   3.931008e+00  2.028553e-03   0.000000e+00  
7.932284e-01   2.855052e-03  0.000000e+00   3.822026e+00  2.099814e-03   0.000000e+00  
4.683856e-01   2.792592e-03  0.000000e+00   3.706017e+00  2.167291e-03   0.000000e+00  
3.969095e-01   -1.235274e-03  0.000000e+00   3.582550e+00  2.230446e-03   0.000000e+00  
7.600629e-01   -2.159570e-04  0.000000e+00   3.451101e+00  2.288604e-03   0.000000e+00  
